price,name,brand,seller_name,seller_rating,url,rating,screen_size,resolution,panel_type,android
79990,"weyon 32"" inches hd smart  tv",WEYON,WEYON Official Store-Sea-COD,60,https://www.jumia.com.ng/weyon-32-inches-hd-smart-tv-32wasn-1-year-warranty-black-142605040.html,4.7,32,hd,,no
128490,amani 43”inch 4k uhd  smart android wi-fi tv,Amani,cydone gas,74,https://www.jumia.com.ng/amani-43inch-4k-uhd-smart-android-wi-fi-tv-amani-at-promo-price-120935934.html,5.0,43,uhd,,yes
169900,tcl 43-inch android smart fhd tv,TCL,Clem Fortune,100,https://www.jumia.com.ng/tcl-43-inch-android-smart-fhd-tv-66399918.html,4.3,43,fhd,,yes
265000,hisense 55''smart uhd 4k tv,Hisense,F & G Electronics,86,https://www.jumia.com.ng/hisense-55smart-uhd-4k-tvbluetoothnetflixyoutubedstv-now-app-72247122.html,4.9,55,uhd,,no
222000,hisense 55''smart uhd 4k  framless tv,Hisense,Kendo,80,https://www.jumia.com.ng/hisense-55smart-uhd-4k-framless-tvnetflixyoutubebluetooth-70941355.html,0.0,55,uhd,,no
285599,"rock 43"" 4k smart android uhd led tv",Rock,Nature Colours,100,https://www.jumia.com.ng/rock-43-4k-smart-android-uhd-led-tv-free-wall-bracket-81948584.html,4.1,43,uhd,led,yes
223000,hisense 50''smart uhd 4k tv,Hisense,F & G Electronics,86,https://www.jumia.com.ng/hisense-50smart-uhd-4k-tvbluetoothnetflixyoutubedstv-now-app-72247116.html,4.6,50,uhd,,no
199999,"infinity 55"" inch 4k ultra-hd smart led android tv",Infinity,B AND Q COLLECTIBLES,74,https://www.jumia.com.ng/infinity-55-inch-4k-ultra-hd-smart-led-android-tv-free-wall-hanger-118562071.html,4.5,55,uhd,led,yes
199549,"infinity 55"" inch smart uhd 4k tv",Infinity,Video masters ltd,50,https://www.jumia.com.ng/infinity-55-inch-smart-uhd-4k-tv-2021-promo-free-wall-bracket-71288767.html,4.7,55,uhd,,no
179499,"infinity 50"" inch smart full hd 4k screen tv",Infinity,B AND Q COLLECTIBLES,74,https://www.jumia.com.ng/infinity-50-inch-smart-full-hd-4k-screen-tv-free-wall-hanger-106447511.html,4.4,50,fhd,,no
289000,hisense 58 inch 4k ultra hd smart tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-58-inch-4k-ultra-hd-smart-tv-wall-bracket-98289261.html,4.7,58,uhd,,no
109000,hisense 32”high definition led smart tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-32high-definition-led-smart-tv-with-wifi-102651208.html,4.0,32,hd,led,no
268200,hisense 55 inches smart 4k uhd tv,Hisense,Timeless,74,https://www.jumia.com.ng/hisense-55-inches-smart-4k-uhd-tv-free-wall-bracket-55a6h-a6-series-200039796.html,5.0,55,uhd,,no
122000,"rock 43"" 4k uhd smart led tv",Rock,Fresh-Tech,26,https://www.jumia.com.ng/rock-43-4k-uhd-smart-led-tv-free-wall-hanger-95661581.html,4.1,43,uhd,led,no
127490,vision 43” inches 4k uhd android smart tv,Vision,Globalmark,66,https://www.jumia.com.ng/vision-43-inches-4k-uhd-android-smart-tvfree-wall-bracket-r-89882898.html,4.2,43,uhd,,yes
290000,"polystar 65"" inch 4k uhd android smart tv",Polystar,OSAI-EMP CONSULT,66,https://www.jumia.com.ng/polystar-65-inch-4k-uhd-android-smart-tv-netflix-surge-protector-133251437.html,4.0,65,uhd,dled,yes
280990,"polystar 65"" inch andriod smart 4k full hd tv",Polystar,Timeless,74,https://www.jumia.com.ng/polystar-65-inch-andriod-smart-4k-full-hd-tv-83167410.html,4.5,65,uhd,,yes
258000,hisense 55 inches smart 4k uhd frameless tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-55-inches-smart-4k-uhd-frameless-tv-73109556.html,4.7,55,uhd,,no
220000,hisense 50'' smart 4k uhd frameless smart tv,Hisense,Kendo,80,https://www.jumia.com.ng/hisense-50-smart-4k-uhd-frameless-smart-tv-wifi-netflixyoutubewall-bracket-82159694.html,5.0,50,uhd,,no
272500,hisense 58'' smart uhd 4k tv,Hisense,Kendo,80,https://www.jumia.com.ng/58smart-uhd-4k-tvnetflixyoutubedstv-now-app-58a7100-hisense-mpg1650550.html,4.5,58,uhd,,no
79699,"infinity 32"" inches smart full hd led tv",Infinity,PENNY PRICE ONLINE STORE,80,https://www.jumia.com.ng/infinity-32-inches-smart-full-hd-led-tv-with-1-year-warranty-79969625.html,3.7,32,fhd,led,no
199990,"weyon 55"" inches fhd smart tv",WEYON,WEYON Official Store-Sea-COD,60,https://www.jumia.com.ng/weyon-55-inches-fhd-smart-tv-55wasn-1-year-warranty-black-142603616.html,3.8,55,fhd,,no
139900,"weyon 43"" inches fhd smart tv",WEYON,WEYON Official Store-Sea-COD,60,https://www.jumia.com.ng/weyon-43-inches-fhd-smart-tv-43wasn-1-year-warranty-black-142603751.html,4.4,43,fhd,,no
219999,hisense 50 inch 4k ultra hd smart tv,Hisense,ELECTROPLUG,66,https://www.jumia.com.ng/hisense-50-inch-4k-ultra-hd-smart-tv-with-bluetooth-wall-bracket-1-year-warranty-132937774.html,4.8,50,uhd,,no
290000,"polystar 65"" inch andriod smart 4k full hd tv",Polystar,NICEPRICE ELECTRONICS LTD,100,https://www.jumia.com.ng/polystar-65-inch-andriod-smart-4k-full-hd-tv-149413381.html,5.0,65,uhd,,yes
128490,vision 43'' uhd smart 4k tv,Vision,cydone gas,74,https://www.jumia.com.ng/vision-43-uhd-smart-4k-tvnetflixyoutubemagic-remote-120930315.html,4.0,43,uhd,,no
126459,energy 43”4k uhd android led tv,Energy,Globalmark,66,https://www.jumia.com.ng/energy-434k-uhd-android-led-tvfree-wall-bracket-r-81086922.html,4.3,43,uhd,led,yes
250000,"transparent 55"" inches 4k ultra-hd led smart android tv",Transparent,supreme phones,86,https://www.jumia.com.ng/transparent-55-inches-4k-ultra-hd-led-smart-android-tv-5501w-with-27-months-official-warranty-black-76707678.html,4.3,55,uhd,led,yes
170000,"amani 50""inches amani smart 4k tv",Amani,ELO GLOBAL,60,https://www.jumia.com.ng/amani-50inches-amani-smart-4k-tv-newly-design-2years-warranty-142686304.html,5.0,50,uhd,,no
175000,"hisense 43"" inch smart full hd led tv",Hisense,electroandgadget,98,https://www.jumia.com.ng/hisense-43-inch-smart-full-hd-led-tv-with-1-year-warranty-156795801.html,5.0,43,fhd,led,no
126440,vision 43” smart full hd led tv,Vision,Globalmark,66,https://www.jumia.com.ng/vision-43-smart-full-hd-led-tv-free-wall-bracket-r-70546995.html,3.5,43,fhd,led,no
279999,"polystar 65"" inch andriod smart 4k full hd tv",Polystar,Prosmira Ltd,74,https://www.jumia.com.ng/polystar-65-inch-andriod-smart-4k-full-hd-tv-71483142.html,5.0,65,uhd,,yes
167999,hisense 43″ full high definition led smart tv,Hisense,ELECTROPLUG,66,https://www.jumia.com.ng/hisense-43-full-high-definition-led-smart-tv-with-wifi-43a4g-133953197.html,4.5,43,fhd,led,no
195990,"ufc 55"" inch smart full hd led 4k screen tv",UFC,EbocasBabyClothings,80,https://www.jumia.com.ng/ufc-55-inch-smart-full-hd-led-4k-screen-tv-promo-price-82958552.html,4.3,55,fhd,led,no
54990,amani 32-inch hd digital flat tv,Amani,Energy mall,60,https://www.jumia.com.ng/amani-32-inch-hd-digital-flat-tv-free-led-light-156331386.html,5.0,32,hd,led,no
289093,"syinix 55"" inches android 9.0 frameless 4k uhd smart dled tv",Syinix,Key Electronics -Sea-COD,100,https://www.jumia.com.ng/syinix-55-inches-android-9.0-frameless-4k-uhd-smart-dled-tv-55a1s-black-12-months-warranty-152863957.html,0.0,55,uhd,dled,yes
228400,lg 43'' 4k uhd smart tv,LG,F & G Electronics,86,https://www.jumia.com.ng/lg-43-4k-uhd-smart-tv-netflixyoutubeapple-airplay-73146711.html,5.0,43,uhd,,no
83500,"samsonic 32"" inches smart full hd led tv",Samsonic,Luchi's Store,94,https://www.jumia.com.ng/samsonic-32-inches-smart-full-hd-led-tv-with-1-year-warranty-203851273.html,0.0,32,fhd,led,no
144999,amaz 43'' uhd bluetooth smart 4k tv,Amaz,Super Saver Mall,94,https://www.jumia.com.ng/amaz-43-uhd-bluetooth-smart-4k-tvnetflixyoutubemagic-remote-104491801.html,4.6,43,uhd,,no
377300,hisense 65 inches uhd smart tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-65-inches-uhd-smart-tv-69570555.html,4.8,65,uhd,,no
144699,amaz 43'' uhd 4k bluetooth smart tv,Amaz,PENNY PRICE ONLINE STORE,80,https://www.jumia.com.ng/amaz-43-uhd-4k-bluetooth-smart-tvnetflixyoutube-wall-hanger-98315186.html,4.7,43,uhd,,no
2000000,samsung 75 inch uhd qled ultra slim q60a hdr+ smart 4k tv,Samsung,Smart Center,50,https://www.jumia.com.ng/samsung-75-inch-uhd-qled-ultra-slim-q60a-hdr-smart-4k-tv-101626830.html,0.0,75,uhd,qled,no
210500,samsonic 55 inches smart 4k uhd tv,Samsonic,Giovanna Store,86,https://www.jumia.com.ng/samsonic-55-inches-smart-4k-uhd-tv-free-wall-bracket-195305944.html,0.0,55,uhd,,no
314999,hisense 55''qled uhd smart 4k tv,Hisense,ELECTROPLUG,66,https://www.jumia.com.ng/hisense-55qled-uhd-smart-4k-tvnetflixyoutube-app-55a7gq-126643073.html,0.0,55,uhd,qled,no
180500,mk 50-inch 4k uhd android smart tv,MK,MKworld electronic,98,https://www.jumia.com.ng/mk-50-inch-4k-uhd-android-smart-tv-wall-bracket-146887041.html,0.0,50,uhd,,yes
123700,hisense 40'' inch full hd smart tv,Hisense,Multiple Sales,74,https://www.jumia.com.ng/hisense-40-inch-full-hd-smart-tv-1-year-warranty-at-promo-price-202780883.html,5.0,40,fhd,,no
123000,amani 43”inch 4k uhd smart android wi-fi tv,Amani,ELO GLOBAL,60,https://www.jumia.com.ng/amani-43inch-4k-uhd-smart-android-wi-fi-tv-amani-at-promo-price-218500792.html,0.0,43,uhd,,yes
128500,amani 43” smart frameless amani 4k smart tv,Amani,JennyLink Store,30,https://www.jumia.com.ng/amani-43-smart-frameless-amani-4k-smart-tvnetflixyoutube-appat-promo-price-175599290.html,0.0,43,uhd,,no
284000,"lg 50"" inch smart uhd 4k ai thinq satellite tv",LG,Kendo,80,https://www.jumia.com.ng/lg-50-inch-smart-uhd-4k-ai-thinq-satellite-tv-216410999.html,0.0,50,uhd,,no
199499,"infinity 55"" inch 4k ultra-hd smart led android tv",Infinity,CALCULUX RESOURCES,94,https://www.jumia.com.ng/infinity-55-inch-4k-ultra-hd-smart-led-android-tv-free-wall-hanger-149140611.html,0.0,55,uhd,led,yes
290000,hisense 58''smart uhd 4k tv,Hisense,F & G Electronics,86,https://www.jumia.com.ng/hisense-58smart-uhd-4k-tvnetflixyoutubedstv-now-app-77300315.html,4.8,58,uhd,,no
387500,"sony 55"" inches 4k ultra hd smart tv",Sony,Jumia,100,https://www.jumia.com.ng/sony-55-inches-4k-ultra-hd-smart-tv-55x8000h-with-android-os-12-months-warranty-black-129622455.html,4.7,55,uhd,,yes
120900,hisense 40'' full hd led tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/40-full-hd-led-tv-wall-bracket-12-month-warranty-hisense-mpg1576279.html,4.0,40,fhd,led,no
185599,"rock 43"" 4k smart android uhd led tv",Rock,Toplite,26,https://www.jumia.com.ng/rock-43-4k-smart-android-uhd-led-tv-free-wall-bracket-81948594.html,5.0,43,uhd,led,yes
188000,"amani 55"" 4k uhd android led tv",Amani,Globalmark,66,https://www.jumia.com.ng/amani-55-4k-uhd-android-led-tvfree-wall-bracket-r-70547387.html,5.0,55,uhd,led,yes
38500,"mk 19"" inch full hd led tv",MK,Shop 4life,66,https://www.jumia.com.ng/mk-19-inch-full-hd-led-tv-with-free-wall-hanger-105371288.html,0.0,19,fhd,led,no
368000,samsung 55 inch uhd ultra slim curved smart tv,Samsung,Jamiu Lagos,100,https://www.jumia.com.ng/55-inch-uhd-ultra-slim-curved-smart-tv-samsung-mpg1645790.html,4.9,55,uhd,,no
177500,"konka 50""inchs andriod smart 4k tv",Konka,Dexterity,100,https://www.jumia.com.ng/konka-50inchs-andriod-smart-4k-tv-wisdom-share-display-77356695.html,3.6,50,uhd,,yes
173990,ufc 50 inch smart full hd led screen tv,UFC,EbocasBabyClothings,80,https://www.jumia.com.ng/ufc-50-inch-smart-full-hd-led-screen-tv-free-hanger-65331460.html,4.2,50,fhd,led,no
375900,hisense 65''inches smart uhd 4k tv,Hisense,Giovanna Store,86,https://www.jumia.com.ng/hisense-65inches-smart-uhd-4k-tv-netflix-youtube-dstv-app-2023-164237739.html,5.0,65,uhd,,no
123000,"maxi 42"" inch full hd led tv",Maxi,Kendo,80,https://www.jumia.com.ng/maxi-42-inch-full-hd-led-tv-134718405.html,0.0,42,fhd,led,no
570000,samsung 55 inch class hdr curved smart uhd 4k led tv,Samsung,Kaylas Mart Electronics,0,https://www.jumia.com.ng/samsung-55-inch-class-hdr-curved-smart-uhd-4k-led-tv-70967423.html,0.0,55,,led,no
219999,"infinity 55"" inch smart uhd 4k tv",Infinity,Super Saver Mall,94,https://www.jumia.com.ng/infinity-55-inch-smart-uhd-4k-tv-2021-promo-free-wall-bracket-106870122.html,0.0,55,uhd,,no
404782,samsung 55” smart uhd 4k tv,Samsung,Samsung and Sony online store,66,https://www.jumia.com.ng/samsung-55-smart-uhd-4k-tvyoutubenetflix-67930441.html,5.0,55,uhd,,no
259500,hisense 55 inches smart 4k uhd tv,Hisense,Globaltech Electronics,50,https://www.jumia.com.ng/hisense-55-inches-smart-4k-uhd-tv-free-wall-bracket-55a6g-a6-series-125637135.html,5.0,55,uhd,,no
590000,lg 65inch nano cell ai thinq 8k smart tv,LG,Ebuka Ebuka,34,https://www.jumia.com.ng/lg-65inch-nano-cell-ai-thinq-8k-smart-tvsatellite-225402722.html,0.0,65,8k,nanocell,no
77990,"energy 32"" inches smart energy full hd led tv",Energy,EnergyEmpire,66,https://www.jumia.com.ng/energy-32-inches-smart-energy-full-hd-led-tv-with-1-year-warranty-98248907.html,0.0,32,fhd,led,no
267030,samsung 43 inches t5300 hd smart tv,Samsung,Jumia,100,https://www.jumia.com.ng/samsung-43-inches-t5300-hd-smart-tv-2020-with-12-months-warranty-195562994.html,0.0,43,hd,,no
650000,hisense 75''smart uhd 4k tv,Hisense,F & G Electronics,86,https://www.jumia.com.ng/hisense-75smart-uhd-4k-tvnetflixyoutubedstv-now-app-76532198.html,0.0,75,uhd,,no
485500,hisense 70''inch smart uhd 4k tv,Hisense,Real EmmyGod Store,50,https://www.jumia.com.ng/hisense-70inch-smart-uhd-4k-tvnetflixyoutubeprime-video-70a7100-158764079.html,0.0,70,uhd,,no
184499,hisense 43″ full high definition led smart tv,Hisense,PENNY PRICE ONLINE STORE,80,https://www.jumia.com.ng/hisense-43-full-high-definition-led-smart-tv-with-wifi-43a4g-113000689.html,0.0,43,fhd,led,no
600000,"sony bravia 65""inches ultra hd - high dynamic range 4k (hdr) android smart tv",Sony,Samsung and Sony online store,66,https://www.jumia.com.ng/sony-bravia-65inches-ultra-hd-high-dynamic-range-4k-hdr-android-smart-tv-with-google-assistant-chromecast-204651061.html,0.0,65,uhd,,yes
82900,"samsonic 32"" inches smart full hd led tv",Samsonic,Luchi's Store,94,https://www.jumia.com.ng/samsonic-32-inches-smart-full-hd-led-tv-free-wall-hanger-203851241.html,4.5,32,fhd,led,no
179999,"infinity 50"" inch smart full hd 4k screen tv",Infinity,Super Saver Mall,94,https://www.jumia.com.ng/infinity-50-inch-smart-full-hd-4k-screen-tv-free-wall-hanger-106869774.html,0.0,50,fhd,,no
149999,amaz 43” inch bluetooth 4k uhd android smart tv,Amaz,B AND Q COLLECTIBLES,74,https://www.jumia.com.ng/amaz-43-inch-bluetooth-4k-uhd-android-smart-tvfree-wall-hanger-117472559.html,0.0,43,uhd,,yes
685000,hisense 75''inches smart uhd 4k tv,Hisense,Giovanna Store,86,https://www.jumia.com.ng/hisense-75inches-smart-uhd-4k-tv-netflix-youtube-dstv-now-app-75a6g-199769833.html,0.0,75,uhd,,no
178500,samsonic 50-inch 4k digital uhd android smart tv,Samsonic,Giovanna Store,86,https://www.jumia.com.ng/samsonic-50-inch-4k-digital-uhd-android-smart-tv-wall-bracket-195304881.html,5.0,50,uhd,,yes
138216,"itel 32"" inches hd smart android frameless & i-cast tv",itel,Itel Official Store-Sea-CODx,100,https://www.jumia.com.ng/itel-32-inches-hd-smart-android-frameless-i-cast-tv-g32-12-months-warranty-78926715.html,4.4,32,hd,,yes
223000,polystar 55 inch android smart 4k ultra hd led tv,Polystar,Prosmira Ltd,74,https://www.jumia.com.ng/polystar-55-inch-android-smart-4k-ultra-hd-led-tv-101093860.html,0.0,55,uhd,led,yes
117999,"rock 43"" 4k smart uhd led tv",Rock,Nature Colours,100,https://www.jumia.com.ng/rock-43-4k-smart-uhd-led-tv-free-wall-hanger-91754002.html,1.0,43,uhd,led,no
95500,"mk 40"" inch full hd led tv",MK,Shop 4life,66,https://www.jumia.com.ng/mk-40-inch-full-hd-led-tv-free-wall-hanger-105371325.html,0.0,40,fhd,led,no
158499,hisense 40'' inch full hd smart tv,Hisense,PENNY PRICE ONLINE STORE,80,https://www.jumia.com.ng/hisense-40-inch-full-hd-smart-tv-1-year-warranty-160379473.html,5.0,40,fhd,,no
292500,polystar 65 inch android smart 4k full hd tv,Polystar,JennyLink Store,30,https://www.jumia.com.ng/polystar-65-inch-android-smart-4k-full-hd-tv-free-tv-guard-216619627.html,0.0,65,uhd,,yes
320000,"polystar 55"" inch curved android smart 4k uhd tv",Polystar,NICEPRICE ELECTRONICS LTD,100,https://www.jumia.com.ng/polystar-55-inch-curved-android-smart-4k-uhd-tv-149416669.html,5.0,55,uhd,,yes
356401,lg 55'' 4k uhd smart  tv,LG,Energy mall,60,https://www.jumia.com.ng/lg-55-4k-uhd-smart-tvnetflixyoutube-app-apple-airplay-100370588.html,0.0,55,uhd,,no
62300,maxi 32'' led hd tv,Maxi,Kendo,80,https://www.jumia.com.ng/maxi-32-led-hd-tv-one-year-warranty-139473054.html,0.0,32,hd,led,no
499000,"samsung 55"" uhd 4k curved smart tv",Samsung,Kendo,80,https://www.jumia.com.ng/samsung-55-uhd-4k-curved-smart-tv-series-7-new-model-44379063.html,0.0,55,uhd,,no
235000,"syinix 50"" 4k ultra hd android smart tv",Syinix,Joesonic electronics,100,https://www.jumia.com.ng/syinix-50-4k-ultra-hd-android-smart-tv-134173118.html,0.0,50,uhd,,yes
267000,samsung 43 inch smart full hd tv,Samsung,Samsung and Sony online store,66,https://www.jumia.com.ng/samsung-43-inch-smart-full-hd-tv-62959641.html,0.0,43,fhd,,no
196490,amani 55-inch 4k uhd android smart tv,Amani,Globalmark,66,https://www.jumia.com.ng/amani-55-inch-4k-uhd-android-smart-tv-82307917.html,1.0,55,uhd,,yes
269500,hisense 55 inches smart 4k uhd tv,Hisense,Globaltech Electronics,50,https://www.jumia.com.ng/hisense-55-inches-smart-4k-uhd-tv-free-wall-bracket-55a6h-125633478.html,0.0,55,uhd,,no
324000,samsung 50 inch certified 4k crystal uhd 2021 smart led tv,Samsung,Kendo,80,https://www.jumia.com.ng/samsung-50-inch-certified-4k-crystal-uhd-2021-smart-led-tv-82159693.html,3.5,50,uhd,led,no
799000,"samsung 65"" curved smart 4k tv",Samsung,Samsung and Sony online store,66,https://www.jumia.com.ng/samsung-65-curved-smart-4k-tvnetflixyoutube-app-series-8-77815426.html,0.0,65,uhd,,no
210000,"amani 55""inches amani smart 4k tv",Amani,Luchi's Store,94,https://www.jumia.com.ng/amani-55inches-amani-smart-4k-tv-newly-design-2-years-warranty-123286604.html,4.0,55,uhd,,no
225000,polystar 55 inch android smart 4k ultra hd led tv,Polystar,OSAI-EMP CONSULT,66,https://www.jumia.com.ng/polystar-55-inch-android-smart-4k-ultra-hd-led-tv-159073251.html,0.0,55,uhd,led,yes
149900,"syinix 43"" led full hd android smart tv",Syinix,Clem Fortune,100,https://www.jumia.com.ng/syinix-43-led-full-hd-android-smart-tv-82755661.html,5.0,43,fhd,led,yes
286900,hisense 58''smart uhd 4k tv,Hisense,Kendo,80,https://www.jumia.com.ng/hisense-58smart-uhd-4k-tvnetflixyoutubedstv-now-app-82974125.html,4.4,58,uhd,,no
126900,ufc 43” inches 4k uhd android smart tv,UFC,EbocasBabyClothings,80,https://www.jumia.com.ng/ufc-43-inches-4k-uhd-android-smart-tvfree-wall-bracket-r-116452113.html,0.0,43,uhd,,yes
393900,"hisense 65"" inches smart  satellite uhd 4k tv",Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-65-inches-smart-satellite-uhd-4k-tv-wall-bracket-51548409.html,4.6,65,uhd,,no
80500,"sanyo 32"" inches smart full hd tv",Sanyo,ECB Globals,80,https://www.jumia.com.ng/sanyo-32-inches-smart-full-hd-tv-216691829.html,0.0,32,fhd,led,no
1069000,"lg 75"" inch super ultra hd smart satellite tv",LG,Homewarehouse,60,https://www.jumia.com.ng/lg-75-inch-super-ultra-hd-smart-satellite-tv-magic-remote-128391045.html,0.0,75,uhd,,no
326500,hisense 55”android uhd 4k smart tv,Hisense,Timeless,74,https://www.jumia.com.ng/hisense-55android-uhd-4k-smart-tv-jblspeakernetflixyoutube-app-200083675.html,0.0,55,uhd,,yes
144000,"hisense 40"" smart full hd led tv",Hisense,Homewarehouse,60,https://www.jumia.com.ng/hisense-40-smart-full-hd-led-tv-with-wall-bracket-1-year-warranty-45516486.html,4.8,40,fhd,led,no
154000,hisense 40″ led full high definition smart tv,Hisense,Kendo,80,https://www.jumia.com.ng/hisense-40-led-full-high-definition-smart-tv-with-wifi-45517721.html,4.4,40,fhd,led,no
570000,samsung 55 inch curve  crystal uhd 4k hdr  led smart tv,Samsung,Worldmartin,100,https://www.jumia.com.ng/samsung-55-inch-curve-crystal-uhd-4k-hdr-led-smart-tv-tu8300-88655453.html,0.0,55,uhd,led,no
392990,hisense 65''smart uhd 4k tv,Hisense,Energy mall,60,https://www.jumia.com.ng/hisense-65smart-uhd-4k-tvnetflixyoutubeprime-video-app-151891278.html,0.0,65,uhd,,no
228000,maxi 58” uhd 4k smart tv,Maxi,Kendo,80,https://www.jumia.com.ng/maxi-58-uhd-4k-smart-tv-with-wi-fi-screen-cast-options-98308627.html,0.0,58,uhd,,no
184990,vision 50”smart uhd 4k tv,Vision,rock view cylinder,80,https://www.jumia.com.ng/vision-50smart-uhd-4k-tvnetflixyoutube-promo-price-95683602.html,0.0,50,uhd,,no
82990,"buc 32"" inches smart full hd led tv",BUC,B AND Q COLLECTIBLES,74,https://www.jumia.com.ng/buc-32-inches-smart-full-hd-led-tv-with-1-year-warranty-79626767.html,3.8,32,fhd,led,no
109899,hisense 32”high definition led smart tv,Hisense,ELECTROPLUG,66,https://www.jumia.com.ng/hisense-32high-definition-led-smart-tv-with-wifi-126640965.html,0.0,32,hd,led,no
225500,hisense 50”smart uhd 4k tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-50smart-uhd-4k-tvbluetoothnetflixyoutube-prime-video-84092504.html,0.0,50,uhd,,no
2600000,samsung q800t 65 inches 8k hdr  uhd smart qled televisiontv,Samsung,JennyLink Store,30,https://www.jumia.com.ng/samsung-q800t-65-inches-8k-hdr-uhd-smart-qled-television-208785549.html,0.0,65,8k,qled,no
495500,hisense 70''inch smart uhd 4k tv,Hisense,JennyLink Store,30,https://www.jumia.com.ng/hisense-70inch-smart-uhd-4k-tvnetflixyoutubeprime-video-203616070.html,0.0,70,uhd,,no
328000,lg 55'' 4k uhd smart tv,LG,Samsung and Sony online store,66,https://www.jumia.com.ng/lg-55-4k-uhd-smart-tvnetflixyoutube-app-apple-airplay-62305948.html,4.0,55,uhd,,no
185599,"rock 43"" 4k ultra hd smart led tv",Rock,Toplite,26,https://www.jumia.com.ng/rock-43-4k-ultra-hd-smart-led-tv-free-wall-bracket-84398254.html,0.0,43,uhd,led,no
377300,hisense 65 inches smart uhd 4k tv,Hisense,Jamiu Lagos,100,https://www.jumia.com.ng/hisense-65-inches-smart-uhd-4k-tv-12-months-warranty-81170975.html,5.0,65,uhd,,no
195000,ufc 55 inch 4k ultra-hd smart led android tv,UFC,1 billion store,94,https://www.jumia.com.ng/ufc-55-inch-4k-ultra-hd-smart-led-android-tv-218301516.html,0.0,55,uhd,led,yes
184800,"hisense 43"" inch smart full hd led tv",Hisense,PENNY PRICE ONLINE STORE,80,https://www.jumia.com.ng/hisense-43-inch-smart-full-hd-led-tv-with-1-year-warranty-210968304.html,0.0,43,fhd,led,no
338900,samsung 50 inch smart 4k uhd tv,Samsung,Samsung and Sony online store,66,https://www.jumia.com.ng/samsung-50-inch-smart-4k-uhd-tv-63448656.html,4.0,50,uhd,,no
148900,amaz 43” bluetooth 4k uhd android smart tv,Amaz,CALCULUX RESOURCES,94,https://www.jumia.com.ng/amaz-43-bluetooth-4k-uhd-android-smart-tvfree-wall-bracket-115812748.html,0.0,43,uhd,,yes
129990,vision 43''4k uhd smart tv,Vision,energy beauty,66,https://www.jumia.com.ng/vision-434k-uhd-smart-tvnetflixyoutubemagic-remote-85731017.html,4.2,43,uhd,,no
275000,hisense 55''smart uhd 4k tv,Hisense,URCHMAN Bestprice Electronics,0,https://www.jumia.com.ng/hisense-55smart-uhd-4k-tvbluetoothnetflixyoutubedstv-now-app-2022-model-85914734.html,0.0,55,uhd,,no
335000,hisense 55''qled smart 4k tv,Hisense,Luchi's Store,94,https://www.jumia.com.ng/hisense-55qled-smart-4k-tvnetflixyoutube-app-55a7gq-120862396.html,0.0,55,uhd,qled,no
980500,hisense 85''smart uhd4ktv,Hisense,JennyLink Store,30,https://www.jumia.com.ng/hisense-85smart-uhd4ktvbluetoothnetflixyoutubedstv-now-app2022-120864519.html,0.0,85,uhd,,no
415000,samsung 55” smart uhd 4k tv,Samsung,Samsung and Sony online store,66,https://www.jumia.com.ng/samsung-55-smart-uhd-4k-tvyoutubenetflix-apple-airplay-76592990.html,0.0,55,uhd,,no
1068999,"lg 75"" inch super ultra hd smart satellite tv",LG,Homewarehouse,60,https://www.jumia.com.ng/lg-75-inch-super-ultra-hd-smart-satellite-tv-magic-remote-151822654.html,0.0,75,uhd,,no
450000,samsung 50 inch uhd crystal smart led certified 4k class tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-50-inch-uhd-crystal-smart-led-certified-4k-class-tv-86979242.html,0.0,50,uhd,led,no
327999,lg 55” 4k uhd smart satellite tv,LG,Homewarehouse,60,https://www.jumia.com.ng/lg-55-4k-uhd-smart-satellite-tv-new-model-62022691.html,0.0,55,uhd,,no
3650000,"sony bravia 75""inches ultra hd - high dynamic range 4k (hdr) android smart tv",Sony,3D VIBE,0,https://www.jumia.com.ng/sony-bravia-75inches-ultra-hd-high-dynamic-range-4k-hdr-android-smart-tv-with-google-assistant-chromecast-110044620.html,0.0,75,uhd,,yes
110000,electronic arts hisense 32 inch a4h series hd smart tv,Electronic Arts,Discount Mall NG,60,https://www.jumia.com.ng/electronic-arts-hisense-32-inch-a4h-series-hd-smart-tv-229546476.html,0.0,32,hd,,no
480900,hisense 55''premium uled smart uhd 4k tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-55premium-uled-smart-uhd-4k-tvbluetoothnetflixyoutube-75850260.html,5.0,55,uhd,uled,no
108000,"hisense 32"" led hd smart television, vidaa, wifi, free wall bracket - 32a4htv",Hisense,Globaltech Trading Company & Enterprises,80,https://www.jumia.com.ng/hisense-32-led-hd-smart-television-vidaa-wifi-free-wall-bracket-32a4h-90970383.html,0.0,32,hd,led,no
